Rsznr.;Naam;NACE Code;Sector;Belangrijkheid;Taal;Straat;Postnr.;Letter;Gemeente;Provincie;AantalBedienden;Trimester;Adrestype;Contacttype;Aanspreektitel;Voornaam Contactpersoon;Naam Contactpersoon;Foutief Adres;Ontvangt Mailing;Mailingadres;EMail;Par. Comité;Kengetal RSZ;Goedgekeurd;Telefoon;Fax;GSM;Plain text;PDF;E-Zine
111413035;SOTRACAR SA;43331;;10-19;Frans;SUR LES THIERS 13 B;4890;A;Clermont (Lg.);LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;044;Nee;;;;Nee;Nee;Nee
111429234;TRAIDING MAINTENANCE SERVICES SA TMS;46620;;20-49;Frans;RUE DES TECHNOLOGIES 1;4432;A;Alleur;LIEGE;24;101;RSZ;(contacttypes);à l'attn. de Monsieur;Alain;Smets;Ja;Nee;Ja;;218;077;Ja;04/246.92.55;19/08/2010;;Nee;Nee;Nee
111459692;DONNAY GOFFIN SPRL;41201;;5-9;Frans;CHEE COMTE DALHEM 57;4607;C;Dalhem;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;024;Nee;;;;Nee;Nee;Nee
111471138;CERAL SA;46216;;5-9;Frans;RUE DES HEROS 38;4431;A;Loncin;LIEGE;3;101;;(contacttypes);;;;Nee;Nee;Nee;;;057;Nee;;;;Nee;Nee;Nee
111480741;ANDRE JOSE;81300;;1-4;Frans;R VIEILLE DREVE 3;4560;B;Clavier;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;094;Nee;;;;Nee;Nee;Nee
111485591;CARROSSERIE LERUTH ET FILS SPRL;45204;;20-49;Frans;AV DU PARC,CHAINEUX 21;4650;C;Herve;LIEGE;4;101;;(contacttypes);;;;Nee;Nee;Nee;;;065;Nee;;;;Nee;Nee;Nee
111487531;COMPTOIR MATERIEL ELECTRIQ SA;46431;;5-9;Frans;R DU VIEUX MAYEUR 22/24;4000;B;Liege 1;LIEGE;5;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;067;Ja;;;;Nee;Nee;Nee
111505379;CLOSSET SA;46331;;1-4;Frans;RUE DE HERVE,BATTICE 118;4651;A;Battice;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;057;Nee;;;;Nee;Nee;Nee
111521481;GARAGE MALHERBE SC;45113;;1-4;Frans;CHAUSSEE D'ANDENNE 8;4500;B;Huy;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;064;Nee;;;;Nee;Nee;Nee
111551066;TONNEAU MARCEL SPRL;46460;;1-4;Frans;RUE DU PARC 25;4020;A;Bressoux;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
111527883;DASSI CUIRS EN GROS  SA;46240;;1-4;Frans;RUE DE LA STATION 81;4340;A;Awans;LIEGE;4;101;RSZ;(contacttypes);à l'attn. de Monsieur;Claude;Delville;Nee;Nee;Ja;;218;010;Ja;04/2390101;04/2390202;;Nee;Nee;Nee
111548641;SAPIN SA;46732;;10-19;Frans;Rue du Rixhon 38;4920;A;Aywaille;LIEGE;11;101;RSZ;(contacttypes);à l'attn. de Monsieur;Wiek;Peters;Nee;Nee;Ja;;218;010;Ja;;086/43 40 24;;Nee;Nee;Nee
111582009;GUZZO ANGELO;47300;;1-4;Frans;BD JEAN DE WILDE 67;4000;B;Liege 1;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;064;Nee;;;;Nee;Nee;Nee
111633613;O.K. PEOPLE SA;78200;;50-99;Frans;PREMIERE AVENUE 22;4040;A;Herstal;LIEGE;3;101;RSZ;(contacttypes);;;Responsable du personnel;Ja;Nee;Ja;;218;010;Ja;;;;Nee;Nee;Nee
111632352;FLD CONSTRUCTION SPRL;41201;;10-19;Frans;SUR LE MEEZ 27;4980;A;Fosse (Lg.);LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;024;Nee;;;;Nee;Nee;Nee
111627987;A.G.F. MOTOR SPRL;45113;;10-19;Frans;RUE DU SEWAGE 13;4100;B;Seraing;LIEGE;10;101;RSZ;(contacttypes);à l'attn. de Monsieur;Franco;Benedetto;Nee;Nee;Ja;;218;064;Ja;04/337.77.64;18/08/2010;;Nee;Nee;Nee
111605774;PAQUES SA;46699;;1-4;Frans;RUE JOSEPH DEFLANDRE 6;4053;A;Embourg;LIEGE;2;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;077;Ja;;;;Nee;Nee;Nee
111663392;ETS LECLUSE SA;46742;;1-4;Frans;QUAI DU ROI-ALBERT 31;4020;C;Liège 2;LIEGE;3;101;;(contacttypes);;;;Nee;Nee;Nee;;;077;Nee;;;;Nee;Nee;Nee
111665041;T.L.MOTORS SPRL;45113;;1-4;Frans;RUE HAUTE-CROTTE 41;4801;A;Stembert;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;064;Nee;;;;Nee;Nee;Nee
111687933;SAGECO SA;41203;;50-99;Frans;CHEMIN DE XHENORIE 1;4890;A;Clermont (Lg.);LIEGE;7;101;RSZ;(contacttypes);à l'attn. de Madame;Solange;Brauwers;Nee;Nee;Ja;info@sageco.be;218;024;Ja;087/32.30.40;;;Nee;Nee;Ja
111692201;SOGEST SCIV SPRL;69202;;1-4;Frans;RUE DU CENTRE 52;4800;E;Verviers;LIEGE;1;093;;(contacttypes);;;;Ja;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
111687933;SAGECO SA;41203;;50-99;Frans;CHEMIN DE XHENORIE 1;4890;A;Clermont (Lg.);LIEGE;7;101;RSZ;(contacttypes);à l'attn. de Madame;Solange;Brauwers;Nee;Nee;Ja;sageco@cobonet.be;218;024;Ja;087/32 30 40;087/32 30 49;;Nee;Nee;Ja
111703938;SA KALSCHEUER LIEGE;45113;;50-99;Frans;RUE HAIE LERUTH 2;4432;A;Alleur;LIEGE;23;101;Bedrijfsdossiers;(contacttypes);à l'attn. de Madame;Maryline;De Fosse;Nee;Nee;Ja;m.defosse@kalscheuer.mercedes-benz.be;218;064;Ja;04/364 06 92;04/364 05 64;compta;Nee;Nee;Ja
111729255;BUROTECH ENGINEERING & SERVICES SA;71121;;10-19;Frans;BD DE LA SAUVENIERE 110B;4000;B;Liege 1;LIEGE;16;101;RSZ;(contacttypes);;;Responsable de la formation;Ja;Nee;Ja;;218;010;Ja;;;;Nee;Nee;Nee
111724890;SAMTECH SA;62010;;50-99;Frans;R CHASSEURS-ARDENNAIS 8;4031;A;Angleur;LIEGE;60;101;RSZ;(contacttypes);à l'attn. de Madame;Viviane;Grandjean;Nee;Nee;Ja;francoise.gobbesso@samtech.com;218;010;Ja;041/525777;041/532009;;Nee;Nee;Ja
111709661;CO VE BAT SC;46731;;5-9;Frans;ROUTE DES PLANERESSES 41;4960;C;Malmedy;LIEGE;2;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;026;Ja;;;;Nee;Nee;Nee
111737985;SOCIETE D ETUDES CONCEPTIONS AIDES ET ASSISTANCES POUR DIVERS PROCESS INDUSTRIEL;73200;;1-4;Frans;RUE DES LOUPS 22;4520;F;Wanze;LIEGE;0;092;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;010;Ja;;;;Nee;Nee;Nee
111754572;ORTONI ROBERT;45204;;5-9;Frans;RUE EMILE ZOLA 15;4460;A;Bierset;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;065;Nee;;;;Nee;Nee;Nee
111748752;ETS DELINCE SA;45113;;5-9;Frans;ROUTE DU CONDROZ 57;4100;B;Seraing;LIEGE;0;074;;(contacttypes);;;;Ja;Nee;Nee;;;064;Nee;;;;Nee;Nee;Nee
111771450;CARROSSERIE MODERNE SPRL;45204;;5-9;Frans;RUE DES SAULES 47A;4500;B;Huy;LIEGE;4;101;;(contacttypes);;;;Nee;Nee;Nee;;;065;Nee;;;;Nee;Nee;Nee
111775718;SCANTEC SA;45193;;20-49;Frans;PC IND.HAUT SARTS,1AV SN;4040;A;Herstal;LIEGE;8;101;RSZ;(contacttypes);à l'attn. de Monsieur;TONY;INNAURATO;Nee;Nee;Ja;tony.innaurato@vppneus .com;218;064;Ja;;;;Nee;Nee;Ja
111798416;FIDUCIAIRE RENE RUWET SPRL;69201;;1-4;Frans;RUE ERACLE 57;4000;B;Liege 1;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
111797446;WOODEX SA;16230;;10-19;Frans;RUE DE L'AVENIR 2;4890;A;Clermont (Lg.);LIEGE;4;101;;(contacttypes);;;;Nee;Nee;Nee;;;055;Nee;;;;Nee;Nee;Nee
111796185;BARVAUX SA;45113;;20-49;Frans;RUE DES VENNES 1;4020;A;Bressoux;LIEGE;14;101;RSZ;(contacttypes);à l'attn. de Monsieur, Madame;;Responsable de formation;Nee;Nee;Ja;;218;064;Ja;04/340.50.60;02/341.59.22;;Nee;Nee;Nee
111778531;ETABLISSEMENTS JUPRELLE,  DEFOURNY ET COMPAGNIE SPRL;47781;;5-9;Frans;RUE GRAND'RUE 70;4870;D;Trooz;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;091;Nee;;;;Nee;Nee;Nee
111829262;ETS GUILLAUME  SA;46693;;50-99;Frans;RUE DE MAGNEE 108;4610;A;Bellaire;LIEGE;19;101;;(contacttypes);;;;Nee;Nee;Nee;;;067;Nee;;;;Nee;Nee;Nee
111832269;LES PLOMBIERS SA;43910;;10-19;Frans;PLACE VIVEGNIS 8;4000;B;Liege 1;LIEGE;3;101;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
111833627;SANIDEL LIEGE SA;46731;;1-4;Frans;RUE DE MONS 64;4000;B;Liege 1;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;077;Nee;;;;Nee;Nee;Nee
111835373;LEVAGE ET EQUIPEMENT SA;46693;;5-9;Frans;RUE RAYMOND-GEENEN 82;4020;C;Liège 2;LIEGE;3;101;;(contacttypes);;;;Nee;Nee;Nee;;;077;Nee;;;;Nee;Nee;Nee
111902012;OUPEYE VOIRIE SERVICES SPRL OVS;81290;;20-49;Frans;RUE METRIN VINAVE 49;4682;A;Heure-le-Romain;LIEGE;3;101;;(contacttypes);;;;Nee;Nee;Nee;;;066;Nee;;;;Nee;Nee;Nee
111838380;AZURA SC;79110;;1-4;Frans;RUE DES ECOLES 32;4684;A;Haccourt;LIEGE;4;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
111907929;MOTOS L ROEMERS SPRL;45402;;1-4;Frans;RUE MERMER 27;4840;A;Welkenraedt;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;064;Nee;;;;Nee;Nee;Nee
111912294;S.R.I.W. FINANCE SA;70100;;20-49;Frans;AV MAURICE-DESTENAY 13;4000;B;Liege 1;LIEGE;21;101;RSZ;(contacttypes);à l'attn. de Monsieur;André;Pahaut;Nee;Nee;Ja;;218;010;Ja;04/221.98.11;20/08/2010;;Nee;Nee;Nee
111887559;CORMAN COLLINS SA;46392;;5-9;Frans;RUE DE XHENEUMONT 1A;4651;A;Battice;LIEGE;3;101;;(contacttypes);;;;Nee;Nee;Nee;;;057;Nee;;;;Nee;Nee;Nee
111903952;FONTAINE STAVELOT SA;47591;;5-9;Frans;ROUTE DE MALMEDY 18;4970;B;Stavelot;LIEGE;3;101;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
111904825;BUREAU MATTHYS SWINNEN SA;66210;;1-4;Frans;RUE BONNE-FEMME 6;4030;A;Grivegnee (Liege);LIEGE;3;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
111900072;ENTREPRISE FRANCIS WIERTZ SPRL;41201;;1-4;Frans;RUE DES NOISETIERS 13;4840;A;Welkenraedt;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;024;Nee;;;;Nee;Nee;Nee
111913749;M.L. SERVICE  SPRL;46732;;1-4;Frans;ROUTE DE FALIZE 152;4960;C;Malmedy;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
111944304;SPRL LANGOHR RAYMOND;71121;;1-4;Frans;RUE DES VENNES 203;4020;C;Liège 2;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
111934216;SPRL GARAGE LEMPEREUR;45113;;20-49;Frans;RUE DU SEWAGE 2;4100;B;Seraing;LIEGE;11;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;064;Ja;;;;Nee;Nee;Nee
111981746;BELSIM SA;71121;;10-19;Frans;RUE DE BRUXELLES 174K;4340;A;Awans;LIEGE;13;101;RSZ;(contacttypes);à l'attn. de Monsieur;Boris;Kalitventzeff;Ja;Nee;Ja;FREDERIC.LECOQ@BELSIM.COM;218;010;Ja;04/259.88.88;;;Nee;Nee;Ja
111979418;VALENTE JEAN MARIE;66191;;5-9;Frans;AV VOLONT. DE GUERRE 75;4800;E;Verviers;LIEGE;5;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
111981164;SA GARAGE DE L AVENIR;45113;;20-49;Frans;RUE GRAND'ROUTE 111;4610;A;Bellaire;LIEGE;15;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;064;Ja;;;;Nee;Nee;Nee
111977963;NOROMA DETAIL CAR SC;45320;;5-9;Frans;RUE DE LA MARBRERIE 6;4870;D;Trooz;LIEGE;1;094;;(contacttypes);;;;Nee;Nee;Nee;;;064;Nee;;;;Nee;Nee;Nee
111984656;AB NETWORK SA;47410;;5-9;Frans;GRAND-ROUTE 6;4537;C;Verlaine;LIEGE;10;101;RSZ;(contacttypes);à l'attn. de Monsieur, Madame;;Responsable de formation;Nee;Nee;Ja;;218;067;Ja;04/259.92.20;04/259.92.29;;Nee;Nee;Nee
111990185;DECOR ET JARDIN SA;16230;;20-49;Frans;RUE NAZARETH,BATTICE 13;4651;A;Battice;LIEGE;6;101;RSZ;(contacttypes);à l'attn. de Madame;Audrey;Leonoro;Nee;Nee;Ja;;218;055;Ja;;;;Nee;Nee;Nee
112060219;DEGOTTE CARAVANES ET UNITS SA;43320;;20-49;Frans;RUE DE HERMEE 246;4040;A;Herstal;LIEGE;4;101;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
112031701;SPRL DIPA;41201;;10-19;Frans;CLOS DES CHERWIERS 14;4000;B;Liege 1;LIEGE;1;094;;(contacttypes);;;;Nee;Nee;Nee;;;024;Nee;;;;Nee;Nee;Nee
112032283;ACTIM SERVICES SA;46494;;1-4;Frans;PREFAYHAI 27;4900;A;Spa;LIEGE;1;093;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
112004153;MOBELHAUS ZIMMERMAN PGMBH;47591;;1-4;Frans;RUE MITOYENNE 23;4837;A;Baelen (Lg.);LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;055;Nee;;;;Nee;Nee;Nee
112005123;BKS SA;46699;;10-19;Frans;RUE J KOCH 4;4800;E;Verviers;LIEGE;10;101;Bedrijfsdossiers;(contacttypes);à l'attn. de Madame;Therese;Sauvenier;Nee;Nee;Ja;tsauvenier@bks.be;218;077;Ja;087/31.09.06;087/31.43.27;;Nee;Nee;Ja
112061092;LABEL OR SA;17290;;5-9;Frans;RUE DE MONTZEN 59;4850;C;Plombieres;LIEGE;4;101;;(contacttypes);;;;Nee;Nee;Nee;;;036;Nee;;;;Nee;Nee;Nee
112064293;JUPI-PNEUS SA;45320;;10-19;Frans;RUE DE VISE 358;4020;A;Bressoux;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;064;Nee;;;;Nee;Nee;Nee
112069337;BUREAU HUBERT SA;69201;;5-9;Frans;LARGE VOIE 111;4040;A;Herstal;LIEGE;4;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;010;Ja;;;;Nee;Nee;Nee
112083887;VERRERIES DUMONT SC;46494;;1-4;Frans;CHAUSSEE D IVOZ 2;4400;C;Flemalle;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
112081753;SA HAENEN;46319;;10-19;Frans;MARCHE LIEGE R DROIXHE .;4020;A;Bressoux;LIEGE;9;101;RSZ;(contacttypes);à l'attn. de Monsieur;Marc;Hahn;Nee;Nee;Ja;compta@haenen-sa.be;218;057;Ja;04/365 90 10;04/362 26 99;;Nee;Nee;Ja
112082820;A.GABRIEL ET FILS SPRL;23700;;1-4;Frans;R DEVANT GRAND MOULIN 88;4960;C;Malmedy;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
112082141;OLYMPIAN GAMES SA;93299;;20-49;Frans;AV.T.GONDA 2;4400;C;Flemalle;LIEGE;5;101;;(contacttypes);;;;Nee;Nee;Nee;;;077;Nee;;;;Nee;Nee;Nee
112086797;ART ET CHENE J.CRAHAY SA;43320;;5-9;Frans;STER 364A;4970;B;Stavelot;LIEGE;0;094;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
112100765;INTERNATIONAL SERVICES AND PRODUCTS I.S.P. SPRL;69201;;1-4;Frans;QUAI DE ROME 89;4000;B;Liege 1;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
112109010;SA CELEM;46510;;20-49;Frans;BLD DE L'OURTHE 100;4053;A;Embourg;LIEGE;27;101;RSZ;(contacttypes);à l'attn. de Monsieur;Bruno;Desdemoustier;Nee;Nee;Ja;bruno@celem.be;218;010;Ja;04/367.64.34;04/367.65.15;;Nee;Nee;Ja
112106876;EMONDS SPRL;43211;;1-4;Frans;RUE DES POCHETEUX 76;4020;C;Liège 2;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;067;Nee;;;;Nee;Nee;Nee
112145870;AUTO CONSTANT SA;45113;;5-9;Frans;RUE TREFLE,CHAINEUX 10;4650;C;Herve;LIEGE;3;101;;(contacttypes);;;;Nee;Nee;Nee;;;064;Nee;;;;Nee;Nee;Nee
112131611;INDIGO SA;46431;;10-19;Frans;RUE DE LA LEGENDE 36;4141;A;Louveigne (Sprimont);LIEGE;10;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;077;Ja;;;;Nee;Nee;Nee
112223761;CARROSSERIE ANDRE FORTHOMME SA;33110;;5-9;Frans;SUR LES THIERS 13A;4890;A;Clermont (Lg.);LIEGE;2;101;Bedrijfsdossiers;(contacttypes);à l'attn. de Monsieur;Christophe;Forthomme;Nee;Nee;Ja;info@forthomme.be;218;065;Ja;087/44 67 04;087/44 62 74;;Nee;Nee;Nee
112249175;VOYAGES CHRISTIAN COLLIGNON SPRL;49390;;5-9;Frans;RUE DE PLAINEVAUX 61;4100;B;Seraing;LIEGE;0;101;;(contacttypes);;;;Nee;Nee;Nee;;;085;Nee;;;;Nee;Nee;Nee
112224828;CARROSSERIE WALTER SA;45204;;10-19;Frans;RUE DE LIERY 117;4621;A;Retinne;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;065;Nee;;;;Nee;Nee;Nee
112256741;ETS J GROMMET SA;43222;;10-19;Frans;RUE DE HERVE 157;4651;A;Battice;LIEGE;5;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;067;Ja;;;;Nee;Nee;Nee
112268478;MULTICOM SCRL;61200;;10-19;Frans;RUE WIERTZ 37;4000;B;Liege 1;LIEGE;17;101;RSZ;(contacttypes);à l'attn. de Monsieur;Christophe;Depireux;Nee;Nee;Ja;christophe.depireux@multicom-europe.com;218;010;Ja;04/2258000;04/2258001;;Nee;Nee;Ja
112297772;ITAL DISTRIBUTION SA;46392;;5-9;Frans;PI HTS SARTS 1ER AV 108;4040;A;Herstal;LIEGE;3;101;;(contacttypes);;;;Nee;Nee;Nee;;;057;Nee;;;;Nee;Nee;Nee
112336669;GOLF AND BUSINESS CLUB HENRI-CHAPELLE SA;93110;;10-19;Frans;R.DU VIVIER 3/A;4841;A;Henri-Chapelle;LIEGE;5;101;;(contacttypes);;;;Nee;Nee;Nee;;;094;Nee;;;;Nee;Nee;Nee
112363150;DISTRITOIT SA;46731;;1-4;Frans;RUE FERRER 240;4100;B;Seraing;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
112332692;C.E.S. SPRL;71121;;1-4;Frans;BOULEVARD DE L'OURTHE 81;4032;A;Chenee;LIEGE;0;081;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
112361695;SPRL FRERE PIERRE ET FILS;42110;;20-49;Frans;RUE DE L'EPERONNERIE;4041;A;Milmort;LIEGE;1;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;024;Ja;;;;Nee;Nee;Nee
112316008;PIROTTE GERARD;45402;;1-4;Frans;RUE TAVALLE 44 A;4400;C;Flemalle;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;064;Nee;;;;Nee;Nee;Nee
112364411;A. TH. AND ASSOCIATES SC;70220;;1-4;Frans;RUE DE HERSTAL 28A;4680;B;Oupeye;LIEGE;2;101;RSZ;(contacttypes);à l'attn. de Madame;Annick;Gerardy;Nee;Nee;Ja;a.gerardy@a-th.com;218;010;Ja;04/278.69.03;04/278.31.37;;Nee;Nee;Nee
112349376;ANDRE CHENE  SA;42110;;20-49;Frans;RUE RYS DE MOSBEUX 125;4870;D;Trooz;LIEGE;9;101;RSZ;(contacttypes);;;Responsable du personnel;Nee;Nee;Ja;;218;024;Ja;04/351 91 70;;;Nee;Nee;Nee
112316105;PLAFONNAGE 2000 SPRL;43310;;5-9;Frans;RUE DEMEUSE 26;4052;A;Beaufays;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;044;Nee;;;;Nee;Nee;Nee
112345593;ERO ELECTRONIC BENELUX SA;46693;;5-9;Frans;R.DU VAL NOTRE DAME 384;4520;F;Wanze;LIEGE;7;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;sales@eroelectronic.be;218;010;Ja;;;;Nee;Nee;Ja
112329588;MEBELCO  SPRL;47591;;1-4;Frans;RUE SAINT-NICOLAS 392;4000;B;Liege 1;LIEGE;0;094;;(contacttypes);;;;Nee;Nee;Nee;;;055;Nee;;;;Nee;Nee;Nee
112391377;SA FALEMO;66191;;5-9;Frans;PLACE DU VILLAGE 3;4400;C;Flemalle;LIEGE;5;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
112402532;WILLY DAWANT MENUISERIE SPRL;43320;;1-4;Frans;MONT 104A;4170;A;Comblain-au-Pont;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
112375469;GESPAC SA;18130;;1-4;Frans;BOULEVARD PIERCOT 33;4000;B;Liege 1;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
112422611;NRB;63110;;200-499;Frans;P.I.des Hauts Sarts,2ème avenue 65;4040;A;Herstal;LIEGE;387;101;RSZ;(contacttypes);à l'attn. de Monsieur;Frederique;Javaux;Nee;Nee;Ja;;218;010;Ja;04/249.72.11;04/249.75.00;;Nee;Nee;Nee
112425327;ZEEVAERT JOEL;47252;;5-9;Frans;RUE GRAESBORN 48;4608;A;Neufchateau (Lg.);LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;057;Nee;;;;Nee;Nee;Nee
112448801;GARAGE CLAUDE LECLOUX SPRL;45113;;1-4;Frans;RUE DE BATTICE 132;4880;A;Aubel;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;064;Nee;;;;Nee;Nee;Nee
112446182;HM SA;43222;;20-49;Frans;CHEMIN DEPIREUX 19;4000;B;Liege 1;LIEGE;6;101;RSZ;(contacttypes);à l'attn. de Monsieur;Philippe;Onclin;Nee;Nee;Ja;office@hmsanitaire.be;218;026;Ja;04/239.64.30;04/263.62.94;;Nee;Nee;Ja
112488571;SOLIREM SA ZONING INDUSTRIEL;46772;;5-9;Frans;RUE DU CHARBONNAGE 19;4020;A;Bressoux;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;079;Nee;;;;Nee;Nee;Nee
112465485;DELHEZ FRANCIS SA;46392;;1-4;Frans;RUE LES GOLETTES 21;4500;B;Huy;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;057;Nee;;;;Nee;Nee;Nee
112469753;CORDA SPRL;41201;;50-99;Frans;RUE DES FILIERES 3;4651;A;Battice;LIEGE;2;092;RSZ;(contacttypes);à l'attn. de Madame;;Delbrassine;Ja;Nee;Ja;secretariat@jcorda.be;218;024;Ja;087/69.36.69;087/69.35.60;;Nee;Nee;Ja
112503897;MENAGROUP 2000 SA;46741;;1-4;Frans;RUE DES ANGES 27;4000;B;Liege 1;LIEGE;1;101;RSZ;(contacttypes);;;Responsable du personnel;Nee;Nee;Ja;;218;067;Ja;32 4 229 66 77;32 4 229 66 70;;Nee;Nee;Nee
112593137;KERIS SA;45113;;5-9;Frans;AU PAIRON 50;4831;A;Bilstain;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;064;Nee;;;;Nee;Nee;Nee
112569469;STALPORT CONTEMPORAIN SPRL;47591;;1-4;Frans;RUE DE TILFF 344;4031;A;Angleur;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;055;Nee;;;;Nee;Nee;Nee
112593040;VANDERSCHELDEN DIDIER;47781;;10-19;Frans;GRAND ROUTE 37;4367;A;Crisnee;LIEGE;3;101;;(contacttypes);;;;Nee;Nee;Nee;;;091;Nee;;;;Nee;Nee;Nee
112595271;DANY EVRARD SA;47782;;5-9;Frans;RUE WALTHERE JAMAR 189;4430;A;Ans;LIEGE;5;101;RSZ;(contacttypes);à l'attn. de Monsieur;DANY;EVRARD;Nee;Nee;Ja;;218;010;Ja;;;;Nee;Nee;Nee
112609724;AUTOMATION TECHNIQUE INFORMATIQUE  SA A.T.I.  SA;27120;;1-4;Frans;ROUTE DE BATTICE 71;4890;A;Clermont (Lg.);LIEGE;3;101;Bedrijfsdossiers;(contacttypes);à l'attn. de Monsieur;Vincent;Evrard;Nee;Nee;Ja;;218;067;Ja;087/44 55 55;087/44 55 44;;Nee;Nee;Nee
112584989;DECKERS SA;47521;;5-9;Frans;ROUTE DE BATTICE 71;4890;A;Clermont (Lg.);LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;077;Nee;;;;Nee;Nee;Nee
112621073;COGEX SA;70220;;5-9;Frans;RUE DU VILLAGE 314;4000;B;Liege 1;LIEGE;7;101;RSZ;(contacttypes);à l'attn. de Madame;CHANTAL;GEROME;Nee;Nee;Ja;;218;010;Ja;;04/224 00 66;;Nee;Nee;Nee
112635623;PONCELET PHILIPPE;18130;;1-4;Frans;RUE DES VENNES 39;4020;C;Liège 2;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
112624662;SPRL DANY MEERTENS;46321;;1-4;Frans;RUE DOUFFET 49;4020;C;Liège 2;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;057;Nee;;;;Nee;Nee;Nee
